#     w           TDOS(K,w)           Gamma(0,w)           ADOS(K,w)       ADOS_Error        TDOS_Error    Gamma_Error    TDOS_Loc(R=0)       TDOS_Loc_Error
        0.350000   0.37844613E+00   0.37695741E+00   0.37802827E+00   0.58887802E-02   0.00000000E+00   0.39325734E-02   0.38174039E+00   0.64988316E-02
        0.366667   0.37769669E+00   0.37639387E+00   0.37710799E+00   0.59422922E-02   0.00000000E+00   0.39511078E-02   0.38083746E+00   0.62780464E-02
        0.383333   0.37690624E+00   0.37581303E+00   0.37616260E+00   0.60031618E-02   0.00000000E+00   0.39686127E-02   0.37988832E+00   0.60604833E-02
        0.400000   0.37607409E+00   0.37521578E+00   0.37519186E+00   0.60710659E-02   0.00000000E+00   0.39850279E-02   0.37889236E+00   0.58470750E-02
        0.416667   0.37519942E+00   0.37460296E+00   0.37419536E+00   0.61456429E-02   0.00000000E+00   0.40004260E-02   0.37784894E+00   0.56387309E-02
        0.433333   0.37428136E+00   0.37397539E+00   0.37317244E+00   0.62264946E-02   0.00000000E+00   0.40149922E-02   0.37675739E+00   0.54363486E-02
        0.450000   0.37331894E+00   0.37333382E+00   0.37212215E+00   0.63131908E-02   0.00000000E+00   0.40289927E-02   0.37561706E+00   0.52408241E-02
        0.466667   0.37231106E+00   0.37267891E+00   0.37104327E+00   0.64052750E-02   0.00000000E+00   0.40427282E-02   0.37442725E+00   0.50530598E-02
        0.483333   0.37125647E+00   0.37201122E+00   0.36993419E+00   0.65022700E-02   0.00000000E+00   0.40564776E-02   0.37318723E+00   0.48739696E-02
        0.500000   0.37015376E+00   0.37133118E+00   0.36879295E+00   0.66036854E-02   0.00000000E+00   0.40704354E-02   0.37189620E+00   0.47044791E-02
        0.516667   0.36900134E+00   0.37063911E+00   0.36761720E+00   0.67090236E-02   0.00000000E+00   0.40846573E-02   0.37055327E+00   0.45455208E-02
        0.533333   0.36779741E+00   0.36993520E+00   0.36640411E+00   0.68177849E-02   0.00000000E+00   0.40990279E-02   0.36915740E+00   0.43980245E-02
        0.550000   0.36653991E+00   0.36921951E+00   0.36515045E+00   0.69294711E-02   0.00000000E+00   0.41132596E-02   0.36770740E+00   0.42629017E-02
        0.566667   0.36522657E+00   0.36849196E+00   0.36385253E+00   0.70435868E-02   0.00000000E+00   0.41269236E-02   0.36620183E+00   0.41410259E-02
        0.583333   0.36385483E+00   0.36775240E+00   0.36250620E+00   0.71596384E-02   0.00000000E+00   0.41395006E-02   0.36463901E+00   0.40332088E-02
        0.600000   0.36242186E+00   0.36700056E+00   0.36110685E+00   0.72771312E-02   0.00000000E+00   0.41504333E-02   0.36301691E+00   0.39401748E-02
        0.616667   0.36092451E+00   0.36623613E+00   0.35964948E+00   0.73955629E-02   0.00000000E+00   0.41591693E-02   0.36133318E+00   0.38625347E-02
        0.633333   0.35935936E+00   0.36545877E+00   0.35812863E+00   0.75144171E-02   0.00000000E+00   0.41651873E-02   0.35958504E+00   0.38007602E-02
        0.650000   0.35772267E+00   0.36466810E+00   0.35653850E+00   0.76331548E-02   0.00000000E+00   0.41680110E-02   0.35776933E+00   0.37551614E-02
        0.666667   0.35601038E+00   0.36386378E+00   0.35487289E+00   0.77512052E-02   0.00000000E+00   0.41672147E-02   0.35588242E+00   0.37258668E-02
        0.683333   0.35421814E+00   0.36304552E+00   0.35312532E+00   0.78679581E-02   0.00000000E+00   0.41624260E-02   0.35392024E+00   0.37128073E-02
        0.700000   0.35234132E+00   0.36221309E+00   0.35128903E+00   0.79827558E-02   0.00000000E+00   0.41533278E-02   0.35187831E+00   0.37157033E-02
        0.716667   0.35037499E+00   0.36136634E+00   0.34935702E+00   0.80948878E-02   0.00000000E+00   0.41396616E-02   0.34975172E+00   0.37340533E-02
        0.733333   0.34831399E+00   0.36050526E+00   0.34732217E+00   0.82035876E-02   0.00000000E+00   0.41212305E-02   0.34753518E+00   0.37671260E-02
        0.750000   0.34615294E+00   0.35962992E+00   0.34517724E+00   0.83080324E-02   0.00000000E+00   0.40979030E-02   0.34522309E+00   0.38139531E-02
        0.766667   0.34388630E+00   0.35874056E+00   0.34291503E+00   0.84073452E-02   0.00000000E+00   0.40696154E-02   0.34280963E+00   0.38733265E-02
        0.783333   0.34150841E+00   0.35783750E+00   0.34052841E+00   0.85006016E-02   0.00000000E+00   0.40363763E-02   0.34028879E+00   0.39438007E-02
        0.800000   0.33901357E+00   0.35692123E+00   0.33801046E+00   0.85868400E-02   0.00000000E+00   0.39982745E-02   0.33765452E+00   0.40237041E-02
        0.816667   0.33639615E+00   0.35599232E+00   0.33535462E+00   0.86650760E-02   0.00000000E+00   0.39554948E-02   0.33490085E+00   0.41111609E-02
        0.833333   0.33365062E+00   0.35505142E+00   0.33255476E+00   0.87343217E-02   0.00000000E+00   0.39083459E-02   0.33202201E+00   0.42041273E-02
        0.850000   0.33077175E+00   0.35409924E+00   0.32960538E+00   0.87936085E-02   0.00000000E+00   0.38572993E-02   0.32901256E+00   0.43004403E-02
        0.866667   0.32775467E+00   0.35313651E+00   0.32650175E+00   0.88420157E-02   0.00000000E+00   0.38030326E-02   0.32586757E+00   0.43978801E-02
        0.883333   0.32459504E+00   0.35216386E+00   0.32324005E+00   0.88787003E-02   0.00000000E+00   0.37464650E-02   0.32258276E+00   0.44942412E-02
        0.900000   0.32128915E+00   0.35118184E+00   0.31981753E+00   0.89029307E-02   0.00000000E+00   0.36887687E-02   0.31915465E+00   0.45874080E-02
        0.916667   0.31783408E+00   0.35019077E+00   0.31623265E+00   0.89141188E-02   0.00000000E+00   0.36313433E-02   0.31558070E+00   0.46754297E-02
        0.933333   0.31422787E+00   0.34919071E+00   0.31248518E+00   0.89118505E-02   0.00000000E+00   0.35757505E-02   0.31185945E+00   0.47565865E-02
        0.950000   0.31046956E+00   0.34818132E+00   0.30857634E+00   0.88959101E-02   0.00000000E+00   0.35236192E-02   0.30799063E+00   0.48294430E-02
        0.966667   0.30655936E+00   0.34716178E+00   0.30450881E+00   0.88662971E-02   0.00000000E+00   0.34765465E-02   0.30397521E+00   0.48928831E-02
        0.983333   0.30249873E+00   0.34613072E+00   0.30028678E+00   0.88232318E-02   0.00000000E+00   0.34360190E-02   0.29981549E+00   0.49461243E-02
        1.000000   0.29829039E+00   0.34508611E+00   0.29591589E+00   0.87671499E-02   0.00000000E+00   0.34033696E-02   0.29551512E+00   0.49887091E-02
        1.016667   0.29393839E+00   0.34402519E+00   0.29140317E+00   0.86986834E-02   0.00000000E+00   0.33797663E-02   0.29107902E+00   0.50204785E-02
        1.033333   0.28944808E+00   0.34294443E+00   0.28675690E+00   0.86186314E-02   0.00000000E+00   0.33662183E-02   0.28651337E+00   0.50415277E-02
        1.050000   0.28482602E+00   0.34183948E+00   0.28198647E+00   0.85279208E-02   0.00000000E+00   0.33635836E-02   0.28182551E+00   0.50521533E-02
        1.066667   0.28007994E+00   0.34070519E+00   0.27710216E+00   0.84275624E-02   0.00000000E+00   0.33725727E-02   0.27702379E+00   0.50527950E-02
        1.083333   0.27521858E+00   0.33953558E+00   0.27211491E+00   0.83186043E-02   0.00000000E+00   0.33937481E-02   0.27211742E+00   0.50439807E-02
        1.100000   0.27025153E+00   0.33832388E+00   0.26703612E+00   0.82020885E-02   0.00000000E+00   0.34275264E-02   0.26711627E+00   0.50262784E-02
        1.116667   0.26518905E+00   0.33706263E+00   0.26187741E+00   0.80790128E-02   0.00000000E+00   0.34741878E-02   0.26203073E+00   0.50002580E-02
        1.133333   0.26004184E+00   0.33574368E+00   0.25665038E+00   0.79503013E-02   0.00000000E+00   0.35338942E-02   0.25687142E+00   0.49664660E-02
        1.150000   0.25482086E+00   0.33435834E+00   0.25136646E+00   0.78167842E-02   0.00000000E+00   0.36067108E-02   0.25164909E+00   0.49254109E-02
        1.166667   0.24953709E+00   0.33289740E+00   0.24603665E+00   0.76791879E-02   0.00000000E+00   0.36926271E-02   0.24637431E+00   0.48775585E-02
        1.183333   0.24420130E+00   0.33135127E+00   0.24067146E+00   0.75381326E-02   0.00000000E+00   0.37915741E-02   0.24105737E+00   0.48233345E-02
        1.200000   0.23882392E+00   0.32971003E+00   0.23528070E+00   0.73941377E-02   0.00000000E+00   0.39034395E-02   0.23570810E+00   0.47631307E-02
        1.216667   0.23341480E+00   0.32796355E+00   0.22987343E+00   0.72476313E-02   0.00000000E+00   0.40280811E-02   0.23033567E+00   0.46973137E-02
        1.233333   0.22798309E+00   0.32610149E+00   0.22445785E+00   0.70989629E-02   0.00000000E+00   0.41653396E-02   0.22494855E+00   0.46262325E-02
        1.250000   0.22253712E+00   0.32411344E+00   0.21904127E+00   0.69484160E-02   0.00000000E+00   0.43150370E-02   0.21955435E+00   0.45502253E-02
        1.266667   0.21708433E+00   0.32198888E+00   0.21363003E+00   0.67962210E-02   0.00000000E+00   0.44769535E-02   0.21415979E+00   0.44696234E-02
        1.283333   0.21163119E+00   0.31971728E+00   0.20822954E+00   0.66425663E-02   0.00000000E+00   0.46508033E-02   0.20877063E+00   0.43847538E-02
        1.300000   0.20618317E+00   0.31728806E+00   0.20284425E+00   0.64876073E-02   0.00000000E+00   0.48362553E-02   0.20339169E+00   0.42959388E-02
        1.316667   0.20074476E+00   0.31469060E+00   0.19747767E+00   0.63314732E-02   0.00000000E+00   0.50329993E-02   0.19802681E+00   0.42034953E-02
        1.333333   0.19531945E+00   0.31191422E+00   0.19213239E+00   0.61742727E-02   0.00000000E+00   0.52407384E-02   0.19267892E+00   0.41077316E-02
        1.350000   0.18990979E+00   0.30894814E+00   0.18681015E+00   0.60160972E-02   0.00000000E+00   0.54591157E-02   0.18735002E+00   0.40089456E-02
        1.366667   0.18451743E+00   0.30578140E+00   0.18151185E+00   0.58570234E-02   0.00000000E+00   0.56877107E-02   0.18204128E+00   0.39074222E-02
        1.383333   0.17914317E+00   0.30240269E+00   0.17623764E+00   0.56971150E-02   0.00000000E+00   0.59259777E-02   0.17675308E+00   0.38034313E-02
        1.400000   0.17378701E+00   0.29880018E+00   0.17098691E+00   0.55364234E-02   0.00000000E+00   0.61732605E-02   0.17148503E+00   0.36972258E-02
        1.416667   0.16844808E+00   0.29496133E+00   0.16575835E+00   0.53749872E-02   0.00000000E+00   0.64291107E-02   0.16623597E+00   0.35890400E-02
        1.433333   0.16312469E+00   0.29087269E+00   0.16054987E+00   0.52128296E-02   0.00000000E+00   0.66932366E-02   0.16100395E+00   0.34790858E-02
        1.450000   0.15781425E+00   0.28651980E+00   0.15535857E+00   0.50499547E-02   0.00000000E+00   0.69653538E-02   0.15578621E+00   0.33675499E-02
        1.466667   0.15251324E+00   0.28188708E+00   0.15018075E+00   0.48863436E-02   0.00000000E+00   0.72453883E-02   0.15057910E+00   0.32545897E-02
        1.483333   0.14721725E+00   0.27695766E+00   0.14501183E+00   0.47219504E-02   0.00000000E+00   0.75329069E-02   0.14537813E+00   0.31403318E-02
        1.500000   0.14192099E+00   0.27171313E+00   0.13984641E+00   0.45567016E-02   0.00000000E+00   0.78268332E-02   0.14017797E+00   0.30248717E-02
        1.516667   0.13661829E+00   0.26613309E+00   0.13467824E+00   0.43904950E-02   0.00000000E+00   0.81287408E-02   0.13497246E+00   0.29082751E-02
        1.533333   0.13130199E+00   0.26019449E+00   0.12950019E+00   0.42231993E-02   0.00000000E+00   0.84391499E-02   0.12975452E+00   0.27905791E-02
        1.550000   0.12596370E+00   0.25387064E+00   0.12430405E+00   0.40546495E-02   0.00000000E+00   0.87612769E-02   0.12451599E+00   0.26717903E-02
        1.566667   0.12059345E+00   0.24713015E+00   0.11908013E+00   0.38846370E-02   0.00000000E+00   0.91013973E-02   0.11924721E+00   0.25518791E-02
        1.583333   0.11517908E+00   0.23993583E+00   0.11381678E+00   0.37128915E-02   0.00000000E+00   0.94634817E-02   0.11393652E+00   0.24307683E-02
        1.600000   0.10970579E+00   0.23224380E+00   0.10849977E+00   0.35390574E-02   0.00000000E+00   0.98622763E-02   0.10856971E+00   0.23083196E-02
        1.616667   0.10415561E+00   0.22400213E+00   0.10311176E+00   0.33626723E-02   0.00000000E+00   0.10326462E-01   0.10312958E+00   0.21843227E-02
        1.633333   0.98506599E-01   0.21514819E+00   0.97631688E-01   0.31831485E-02   0.00000000E+00   0.10899162E-01   0.97595279E-01   0.20584862E-02
        1.650000   0.92731474E-01   0.20560428E+00   0.92033548E-01   0.29997400E-02   0.00000000E+00   0.11666583E-01   0.91941094E-01   0.19304199E-02
        1.666667   0.86795041E-01   0.19527147E+00   0.86284097E-01   0.28114752E-02   0.00000000E+00   0.11103364E-01   0.86134215E-01   0.17995959E-02
        1.683333   0.80650318E-01   0.18402199E+00   0.80339434E-01   0.26170462E-02   0.00000000E+00   0.24637031E-01   0.80131267E-01   0.16652819E-02
        1.700000   0.74233042E-01   0.17169378E+00   0.74141201E-01   0.24146770E-02   0.00000000E+00   0.26764863E-01   0.73873724E-01   0.15264466E-02
        1.716667   0.67446255E-01   0.15806006E+00   0.67601299E-01   0.22016886E-02   0.00000000E+00   0.28992618E-01   0.67275184E-01   0.13815510E-02
        1.733333   0.60150650E-01   0.14283670E+00   0.60601794E-01   0.19744357E-02   0.00000000E+00   0.29907561E-01   0.60213095E-01   0.12283550E-02
        1.750000   0.52120923E-01   0.12637114E+00   0.53150426E-01   0.17331587E-02   0.00000000E+00   0.35439780E-01   0.52512004E-01   0.10631182E-02
        1.766667   0.42060595E-01   0.10618093E+00   0.43756510E-01   0.14346903E-02   0.00000000E+00   0.34951301E-01   0.42943189E-01   0.86397513E-03
        1.783333   0.28256803E-01   0.54486883E-01   0.23996558E-01   0.80128518E-03   0.00000000E+00   0.31917852E-01   0.29350078E-01   0.62300008E-03
        1.800000   0.62144014E-02   0.22389215E-02   0.10394150E-02   0.32666320E-04   0.00000000E+00   0.26137172E-01   0.63889717E-02   0.20220236E-03
        1.816667   0.29789731E-03   0.63171520E-03   0.25918518E-03   0.75108533E-05   0.00000000E+00   0.19637877E-01   0.30472267E-03   0.53531140E-05
        1.833333   0.19266216E-03   0.45800436E-03   0.18301748E-03   0.50359450E-05   0.00000000E+00   0.13952723E-01   0.19434507E-03   0.29971333E-05
        1.850000   0.15161073E-03   0.37714184E-03   0.14711323E-03   0.38863551E-05   0.00000000E+00   0.76104479E-02   0.15218225E-03   0.21759147E-05
        1.866667   0.12794217E-03   0.32874007E-03   0.12522404E-03   0.31954438E-05   0.00000000E+00   0.35614148E-02   0.12809418E-03   0.17245214E-05
        1.883333   0.11199602E-03   0.29594219E-03   0.11010359E-03   0.27248283E-05   0.00000000E+00   0.67175759E-02   0.11195513E-03   0.14306690E-05
        1.900000   0.10028669E-03   0.27199145E-03   0.98850121E-04   0.23793869E-05   0.00000000E+00   0.49588962E-03   0.10014875E-03   0.12211387E-05
        1.916667   0.91202755E-04   0.25360109E-03   0.90048878E-04   0.21128929E-05   0.00000000E+00   0.43548293E-04   0.91014428E-04   0.10628908E-05
        1.933333   0.83881435E-04   0.23896176E-03   0.82918071E-04   0.18998792E-05   0.00000000E+00   0.18179580E-04   0.83667530E-04   0.93857139E-06
        1.950000   0.77812897E-04   0.22698734E-03   0.76986150E-04   0.17250302E-05   0.00000000E+00   0.12429085E-04   0.77587387E-04   0.83803399E-06
        1.966667   0.72673625E-04   0.21698259E-03   0.71949625E-04   0.15785181E-05   0.00000000E+00   0.94645548E-05   0.72444676E-04   0.75484606E-06
        1.983333   0.68246919E-04   0.20847982E-03   0.67603126E-04   0.14537120E-05   0.00000000E+00   0.75992245E-05   0.68019406E-04   0.68486722E-06
        2.000000   0.64381321E-04   0.20115173E-03   0.63802022E-04   0.13459565E-05   0.00000000E+00   0.63066871E-05   0.64158165E-04   0.62512834E-06
        2.016667   0.60967272E-04   0.19476175E-03   0.60441085E-04   0.12518751E-05   0.00000000E+00   0.53568435E-05   0.60750204E-04   0.57352677E-06
        2.033333   0.57923243E-04   0.18913420E-03   0.57441654E-04   0.11689518E-05   0.00000000E+00   0.46300174E-05   0.57713246E-04   0.52851261E-06
        2.050000   0.55187103E-04   0.18413569E-03   0.54743568E-04   0.10952688E-05   0.00000000E+00   0.40569112E-05   0.54984684E-04   0.48892134E-06
        2.066667   0.52710534E-04   0.17966287E-03   0.52299907E-04   0.10293356E-05   0.00000000E+00   0.35943372E-05   0.52515893E-04   0.45383473E-06
        2.083333   0.50455300E-04   0.17563438E-03   0.50073451E-04   0.96997380E-06   0.00000000E+00   0.32138865E-05   0.50268440E-04   0.42254403E-06
        2.100000   0.48390678E-04   0.17198516E-03   0.48034238E-04   0.91623840E-06   0.00000000E+00   0.28960766E-05   0.48211473E-04   0.39450434E-06
        2.116667   0.46491651E-04   0.16866256E-03   0.46157830E-04   0.86736142E-06   0.00000000E+00   0.26270939E-05   0.46319898E-04   0.36918316E-06
        2.133333   0.44737606E-04   0.16562341E-03   0.44424062E-04   0.82271166E-06   0.00000000E+00   0.23968717E-05   0.44573051E-04   0.34625283E-06
        2.150000   0.43111379E-04   0.16283202E-03   0.42816125E-04   0.78176496E-06   0.00000000E+00   0.21979026E-05   0.42953741E-04   0.32543624E-06
        2.166667   0.41598542E-04   0.16025854E-03   0.41319875E-04   0.74408205E-06   0.00000000E+00   0.20244768E-05   0.41447526E-04   0.30646099E-06
        2.183333   0.40186863E-04   0.15787786E-03   0.39923311E-04   0.70929173E-06   0.00000000E+00   0.18721763E-05   0.40042170E-04   0.28904593E-06
        2.200000   0.38865893E-04   0.15566863E-03   0.38616171E-04   0.67707794E-06   0.00000000E+00   0.17375314E-05   0.38727227E-04   0.27313084E-06
        2.216667   0.37626639E-04   0.15361262E-03   0.37389622E-04   0.64716973E-06   0.00000000E+00   0.16177808E-05   0.37493710E-04   0.25838651E-06
        2.233333   0.36461316E-04   0.15169413E-03   0.36236009E-04   0.61933336E-06   0.00000000E+00   0.15107006E-05   0.36333844E-04   0.24485106E-06
        2.250000   0.35363143E-04   0.14989959E-03   0.35148661E-04   0.59336601E-06   0.00000000E+00   0.14144808E-05   0.35240859E-04   0.23227206E-06
        2.266667   0.34326181E-04   0.14821717E-03   0.34121736E-04   0.56909075E-06   0.00000000E+00   0.13276340E-05   0.34208826E-04   0.22057627E-06
        2.283333   0.33345201E-04   0.14663655E-03   0.33150085E-04   0.54635251E-06   0.00000000E+00   0.12489272E-05   0.33232531E-04   0.20984916E-06
        2.300000   0.32415581E-04   0.14514863E-03   0.32229157E-04   0.52501472E-06   0.00000000E+00   0.11773302E-05   0.32307364E-04   0.19970761E-06
        2.316667   0.31533217E-04   0.14374542E-03   0.31354908E-04   0.50495662E-06   0.00000000E+00   0.11119758E-05   0.31429231E-04   0.19036540E-06
        2.333333   0.30694448E-04   0.14241979E-03   0.30523731E-04   0.48607099E-06   0.00000000E+00   0.10521293E-05   0.30594484E-04   0.18151446E-06
        2.350000   0.29895997E-04   0.14116545E-03   0.29732396E-04   0.46826230E-06   0.00000000E+00   0.99716437E-06   0.29799859E-04   0.17326782E-06
        2.366667   0.29134923E-04   0.13997675E-03   0.28978002E-04   0.45144512E-06   0.00000000E+00   0.94654379E-06   0.29042424E-04   0.16563686E-06
        2.383333   0.28408574E-04   0.13884865E-03   0.28257937E-04   0.43554285E-06   0.00000000E+00   0.89980464E-06   0.28319539E-04   0.15840152E-06
        2.400000   0.27714555E-04   0.13777661E-03   0.27569835E-04   0.42048654E-06   0.00000000E+00   0.85654592E-06   0.27628818E-04   0.15163996E-06
        2.416667   0.27050696E-04   0.13675654E-03   0.26911555E-04   0.40621400E-06   0.00000000E+00   0.81641872E-06   0.26968099E-04   0.14526103E-06
        2.433333   0.26415022E-04   0.13578475E-03   0.26281152E-04   0.39266898E-06   0.00000000E+00   0.77911828E-06   0.26335418E-04   0.13922352E-06
        2.450000   0.25805739E-04   0.13485792E-03   0.25676852E-04   0.37980052E-06   0.00000000E+00   0.74437752E-06   0.25728989E-04   0.13345143E-06
        2.466667   0.25221212E-04   0.13397302E-03   0.25097042E-04   0.36756236E-06   0.00000000E+00   0.71196212E-06   0.25147184E-04   0.12823557E-06
        2.483333   0.24659961E-04   0.13312735E-03   0.24540260E-04   0.35591267E-06   0.00000000E+00   0.68166773E-06   0.24588529E-04   0.12306400E-06
        2.500000   0.24120703E-04   0.13231868E-03   0.24005242E-04   0.34481478E-06   0.00000000E+00   0.40623005E-06   0.24051750E-04   0.11821907E-06
