#     w           TDOS(K,w)           Gamma(0,w)           ADOS(K,w)       ADOS_Error        TDOS_Error    Gamma_Error    TDOS_Loc(R=0)       TDOS_Loc_Error
        0.416667   0.51023687E+00   0.44785274E+00   0.51998206E+00   0.41576812E-02   0.00000000E+00   0.52149927E-01   0.51106436E+00   0.14229500E-02
        0.433333   0.50824101E+00   0.41037968E+00   0.51952213E+00   0.43291643E-02   0.00000000E+00   0.57506924E-01   0.50925050E+00   0.12589473E-02
        0.450000   0.50591699E+00  -0.75253855E-01   0.51893846E+00   0.45163780E-02   0.00000000E+00   0.63312440E-01   0.50715911E+00   0.10885261E-02
        0.466667   0.50320102E+00  -0.72071232E-01   0.51827558E+00   0.47236005E-02   0.00000000E+00   0.64454397E-01   0.50477523E+00   0.91919600E-03
        0.483333   0.50006495E+00  -0.74781175E-01   0.51771004E+00   0.49607269E-02   0.00000000E+00   0.64909104E-01   0.50214306E+00   0.77064884E-03
        0.500000   0.49653347E+00  -0.78316937E-01   0.51778749E+00   0.52564760E-02   0.00000000E+00   0.65244211E-01   0.49948568E+00   0.69646692E-03
        0.516667   0.49997703E+00  -0.79199961E-01   0.54358152E+00   0.54917795E-02   0.00000000E+00   0.65575247E-01   0.50928739E+00   0.87391615E-03
        0.533333   0.33173796E+00   0.20340750E+00   0.31830989E-06   0.12185707E-14   0.00000000E+00   0.58409906E-01  -0.20584181E+00   0.17404064E-01
        0.550000   0.32569822E+00   0.18424513E+00   0.31830989E-06   0.12185707E-14   0.00000000E+00   0.51199097E-01  -0.16330572E+00   0.15805766E-01
        0.566667   0.31883997E+00   0.13566932E+00   0.31830989E-06   0.12185707E-14   0.00000000E+00   0.34360029E-01  -0.12338448E+00   0.14604198E-01
        0.583333   0.31128861E+00  -0.19380651E-01   0.31830989E-06   0.12185707E-14   0.00000000E+00   0.94696672E-02  -0.79803488E-01   0.13440061E-01
        0.600000   0.30377152E+00  -0.28922381E-01   0.31830989E-06   0.12185707E-14   0.00000000E+00   0.51915282E-04  -0.30670217E-01   0.12272597E-01
        0.616667   0.38330263E+00   0.30089725E+00   0.46572731E+00   0.11110656E-01   0.00000000E+00   0.68374451E-02   0.44221776E+00   0.56656273E-02
        0.633333   0.38743050E+00   0.29990633E+00   0.50247545E+00   0.12268901E-01   0.00000000E+00   0.40373644E-01   0.45475182E+00   0.66078873E-02
        0.650000   0.38409618E+00   0.29636880E+00   0.51446098E+00   0.13071784E-01   0.00000000E+00   0.38460134E-01   0.45485210E+00   0.73164233E-02
        0.666667   0.38272571E+00   0.29160739E+00   0.53274361E+00   0.14390634E-01   0.00000000E+00   0.59864197E-01   0.45814154E+00   0.84719218E-02
        0.683333   0.38584002E+00   0.28428730E+00   0.56548968E+00   0.16956339E-01   0.00000000E+00   0.65807967E-01   0.46876958E+00   0.10730519E-01
        0.700000   0.40018940E+00   0.27098472E+00   0.63504071E+00   0.24018678E-01   0.00000000E+00   0.67130588E-01   0.49794947E+00   0.17139511E-01
        0.716667   0.20335523E+00   0.26149669E+00   0.31830989E-06   0.12185707E-14   0.00000000E+00   0.57865451E-01   0.16788617E+00   0.31313057E-02
        0.733333   0.19721116E+00   0.21761172E+00   0.31830989E-06   0.12185707E-14   0.00000000E+00   0.50156533E-01   0.14229263E+00   0.35437919E-02
        0.750000   0.18349528E+00   0.17330536E+00   0.31830989E-06   0.12185707E-14   0.00000000E+00   0.23064385E-01   0.14937116E+00   0.30717272E-02
        0.766667   0.27412287E+00   0.27691254E+00   0.22793599E+00   0.41796371E-02   0.00000000E+00   0.28733068E-02   0.27382848E+00   0.19178301E-02
        0.783333   0.28849481E+00   0.30441702E+00   0.27429112E+00   0.52877605E-02   0.00000000E+00   0.22187390E-02   0.29231620E+00   0.22196703E-02
        0.800000   0.16090933E+00   0.11807442E+00   0.31830989E-06   0.12185707E-14   0.00000000E+00   0.14152347E-01   0.14452389E+00   0.26894218E-02
        0.816667   0.30115903E+00   0.32776474E+00   0.26971421E+00   0.40803151E-02   0.00000000E+00   0.23689657E-02   0.28113182E+00   0.16135150E-02
        0.833333   0.27946736E+00   0.34379029E+00   0.26379469E+00   0.39092696E-02   0.00000000E+00   0.20955765E-02   0.27394638E+00   0.15450182E-02
        0.850000   0.27087040E+00   0.34505494E+00   0.25727219E+00   0.38447515E-02   0.00000000E+00   0.19770861E-02   0.26659502E+00   0.15153550E-02
        0.866667   0.28456782E+00   0.32827580E+00   0.25096965E+00   0.40059611E-02   0.00000000E+00   0.20137586E-02   0.25948002E+00   0.15746720E-02
        0.883333   0.24331693E+00   0.33013675E+00   0.23742429E+00   0.37303476E-02   0.00000000E+00   0.21145604E-02   0.24886181E+00   0.14852595E-02
        0.900000   0.23606332E+00   0.32521403E+00   0.22913612E+00   0.36279296E-02   0.00000000E+00   0.21783550E-02   0.24098429E+00   0.14474033E-02
        0.916667   0.22919031E+00   0.32184071E+00   0.22199743E+00   0.35210584E-02   0.00000000E+00   0.22504739E-02   0.23378791E+00   0.14038967E-02
        0.933333   0.22244897E+00   0.31883419E+00   0.21516528E+00   0.34114207E-02   0.00000000E+00   0.23291637E-02   0.22684411E+00   0.13585126E-02
        0.950000   0.21577211E+00   0.31575550E+00   0.20843259E+00   0.33010668E-02   0.00000000E+00   0.24156771E-02   0.22003965E+00   0.13128610E-02
        0.966667   0.20913378E+00   0.31243223E+00   0.20173391E+00   0.31910030E-02   0.00000000E+00   0.25109238E-02   0.21333285E+00   0.12675706E-02
        0.983333   0.20252303E+00   0.30876785E+00   0.19504370E+00   0.30819754E-02   0.00000000E+00   0.26150936E-02   0.20670690E+00   0.12230354E-02
        1.000000   0.19589037E+00   0.30460428E+00   0.18831467E+00   0.29748738E-02   0.00000000E+00   0.27289029E-02   0.20013394E+00   0.11797772E-02
        1.016667   0.18911090E+00   0.29964305E+00   0.18144475E+00   0.28710020E-02   0.00000000E+00   0.28565365E-02   0.19355724E+00   0.11385780E-02
        1.033333   0.18177323E+00   0.29316859E+00   0.17415420E+00   0.27741054E-02   0.00000000E+00   0.30073634E-02   0.18683197E+00   0.11015825E-02
        1.050000   0.16617135E+00   0.25998642E+00   0.15492168E+00   0.26334155E-02   0.00000000E+00   0.36010891E-02   0.17419027E+00   0.10873354E-02
        1.066667   0.16782453E+00   0.28092128E+00   0.15518282E+00   0.24150849E-02   0.00000000E+00   0.35770023E-02   0.17134147E+00   0.98948081E-03
        1.083333   0.16513697E+00   0.28273226E+00   0.15258625E+00   0.23258418E-02   0.00000000E+00   0.35660866E-02   0.16710646E+00   0.94337536E-03
        1.100000   0.16077888E+00   0.28133680E+00   0.14892583E+00   0.22454964E-02   0.00000000E+00   0.36353875E-02   0.16238095E+00   0.90347248E-03
        1.116667   0.15580448E+00   0.27870752E+00   0.14458421E+00   0.21633306E-02   0.00000000E+00   0.37460250E-02   0.15735465E+00   0.86553843E-03
        1.133333   0.15046687E+00   0.27524433E+00   0.13981968E+00   0.20805546E-02   0.00000000E+00   0.38882122E-02   0.15215494E+00   0.82914506E-03
        1.150000   0.14472387E+00   0.27118176E+00   0.13469555E+00   0.19986992E-02   0.00000000E+00   0.40325412E-02   0.14680998E+00   0.79449858E-03
        1.166667   0.13572443E+00   0.25674790E+00   0.12433866E+00   0.18734420E-02   0.00000000E+00   0.35318943E-01   0.13887225E+00   0.76305604E-03
        1.183333   0.12487964E+00   0.23274535E+00   0.10841840E+00   0.16603850E-02   0.00000000E+00   0.37693364E-01   0.12817049E+00   0.73019498E-03
        1.200000   0.12549813E+00   0.24211424E+00   0.11022282E+00   0.16108246E-02   0.00000000E+00   0.50080379E-02   0.12634477E+00   0.68616005E-03
        1.216667   0.12171970E+00   0.23845079E+00   0.10663435E+00   0.15409425E-02   0.00000000E+00   0.50529294E-02   0.12182875E+00   0.65255443E-03
        1.233333   0.11739153E+00   0.23397383E+00   0.10286067E+00   0.14729634E-02   0.00000000E+00   0.15652517E-01   0.11722577E+00   0.62011258E-03
        1.250000   0.11287369E+00   0.22984105E+00   0.99293850E-01   0.14105668E-02   0.00000000E+00   0.31708683E-01   0.11272792E+00   0.58849051E-03
        1.266667   0.10882994E+00   0.23134177E+00   0.97739734E-01   0.13764773E-02   0.00000000E+00   0.38814414E-01   0.10923025E+00   0.55745326E-03
        1.283333   0.93326767E-01   0.19194924E+00   0.75251191E-01   0.10972889E-02   0.00000000E+00   0.37321928E-01   0.95257533E-01   0.54284273E-03
        1.300000   0.92464760E-01   0.19309261E+00   0.75259602E-01   0.10612567E-02   0.00000000E+00   0.33983073E-01   0.92518682E-01   0.50606770E-03
        1.316667   0.87984626E-01   0.18559358E+00   0.70691848E-01   0.98683171E-03   0.00000000E+00   0.33573957E-01   0.87455686E-01   0.47692941E-03
        1.333333   0.83914266E-01   0.18364468E+00   0.68362452E-01   0.94601845E-03   0.00000000E+00   0.39722432E-01   0.83467386E-01   0.44487215E-03
        1.350000   0.70931547E-01   0.15128227E+00   0.49753350E-01   0.69776911E-03   0.00000000E+00   0.39312771E-01   0.71281720E-01   0.44521765E-03
        1.366667   0.66180410E-01   0.13791666E+00   0.43509039E-01   0.59836676E-03   0.00000000E+00   0.36601989E-01   0.65210192E-01   0.42347723E-03
        1.383333   0.60301136E-01   0.12420115E+00   0.36588225E-01   0.49692558E-03   0.00000000E+00   0.36707592E-01   0.58703455E-01   0.40409736E-03
        1.400000   0.48538400E-01   0.91187506E-01   0.18927013E-01   0.25290517E-03   0.00000000E+00   0.32111374E-01   0.46701549E-01   0.43168056E-03
        1.416667   0.41080178E-01   0.56259699E-01   0.91635180E-02   0.11812417E-03   0.00000000E+00   0.26654509E-01   0.38484692E-01   0.43004574E-03
        1.433333   0.34222541E-01   0.96414833E-02   0.30299540E-02   0.37461991E-04   0.00000000E+00   0.19934890E-01   0.31847939E-01   0.40793583E-03
        1.450000   0.30260591E-01   0.50195384E-02   0.22025295E-02   0.26216746E-04   0.00000000E+00   0.13020472E-01   0.27659743E-01   0.35641431E-03
        1.466667   0.24858927E-01   0.79166935E-03   0.31107098E-03   0.35821500E-05   0.00000000E+00   0.76603760E-02   0.22738065E-01   0.30740766E-03
        1.483333   0.21266157E-01   0.11671090E-02   0.51706314E-03   0.57766006E-05   0.00000000E+00   0.21678384E-02   0.19073824E-01   0.25204777E-03
        1.500000   0.13633756E-01   0.58955284E-03   0.24117746E-03   0.26237565E-05   0.00000000E+00   0.10037185E-02   0.11837869E-01   0.15409976E-03
        1.516667   0.64935652E-02   0.43028804E-03   0.16789477E-03   0.17818405E-05   0.00000000E+00   0.77812014E-04   0.56257276E-02   0.70255538E-04
        1.533333   0.68741489E-03   0.37715254E-03   0.14471545E-03   0.15008496E-05   0.00000000E+00   0.23836816E-04   0.49943921E-03   0.45093297E-05
        1.550000   0.86852632E-03   0.30195615E-03   0.11082046E-03   0.11246496E-05   0.00000000E+00   0.12711363E-04   0.44249000E-03   0.39879153E-05
        1.566667   0.13756518E-03   0.27811313E-03   0.10060035E-03   0.10001033E-05   0.00000000E+00   0.90105877E-05   0.12972060E-03   0.50899935E-06
        1.583333   0.11742590E-03   0.26228627E-03   0.93716068E-04   0.91352532E-06   0.00000000E+00   0.69244539E-05   0.11306708E-03   0.38136494E-06
        1.600000   0.10531843E-03   0.24919677E-03   0.87856017E-04   0.84041367E-06   0.00000000E+00   0.55378006E-05   0.10210624E-03   0.30991507E-06
        1.616667   0.96301720E-04   0.23811599E-03   0.82761692E-04   0.77745500E-06   0.00000000E+00   0.45549029E-05   0.93774990E-04   0.26183876E-06
        1.633333   0.89128348E-04   0.22858749E-03   0.78273071E-04   0.72253203E-06   0.00000000E+00   0.38268408E-05   0.87062832E-04   0.22678062E-06
        1.650000   0.83191434E-04   0.22029108E-03   0.74276390E-04   0.67412571E-06   0.00000000E+00   0.32695015E-05   0.81458274E-04   0.19974031E-06
        1.666667   0.78144775E-04   0.21299238E-03   0.70686892E-04   0.63109951E-06   0.00000000E+00   0.28316799E-05   0.76662471E-04   0.17826526E-06
        1.683333   0.73770805E-04   0.20651482E-03   0.67439549E-04   0.59257943E-06   0.00000000E+00   0.24804489E-05   0.72484346E-04   0.16063278E-06
        1.700000   0.69923347E-04   0.20072240E-03   0.64483347E-04   0.55787912E-06   0.00000000E+00   0.21937179E-05   0.68793791E-04   0.14586671E-06
        1.716667   0.66499232E-04   0.19550839E-03   0.61777547E-04   0.52645019E-06   0.00000000E+00   0.19561520E-05   0.65497976E-04   0.13325554E-06
        1.733333   0.63422823E-04   0.19078771E-03   0.59289112E-04   0.49784805E-06   0.00000000E+00   0.17568009E-05   0.62528237E-04   0.12234549E-06
        1.750000   0.60636966E-04   0.18649158E-03   0.56990906E-04   0.47170772E-06   0.00000000E+00   0.15876567E-05   0.59832295E-04   0.11290692E-06
        1.766667   0.58097396E-04   0.18256376E-03   0.54860380E-04   0.44772623E-06   0.00000000E+00   0.14427414E-05   0.57369405E-04   0.10468311E-06
        1.783333   0.55769121E-04   0.17895775E-03   0.52878606E-04   0.42564966E-06   0.00000000E+00   0.13175121E-05   0.55107173E-04   0.97244475E-07
        1.800000   0.53623998E-04   0.17563473E-03   0.51029556E-04   0.40526329E-06   0.00000000E+00   0.12084613E-05   0.53019423E-04   0.90640225E-07
        1.816667   0.51639048E-04   0.17256201E-03   0.49299545E-04   0.38638416E-06   0.00000000E+00   0.11128432E-05   0.51084690E-04   0.84680190E-07
        1.833333   0.49795272E-04   0.16971186E-03   0.47676805E-04   0.36885528E-06   0.00000000E+00   0.10284808E-05   0.49285159E-04   0.79303763E-07
        1.850000   0.48076780E-04   0.16706058E-03   0.46151144E-04   0.35254104E-06   0.00000000E+00   0.95362875E-06   0.47605883E-04   0.74418100E-07
        1.866667   0.46470152E-04   0.16458779E-03   0.44713689E-04   0.33732363E-06   0.00000000E+00   0.88687315E-06   0.46034194E-04   0.69986018E-07
        1.883333   0.44963950E-04   0.16227583E-03   0.43356665E-04   0.32310017E-06   0.00000000E+00   0.82705806E-06   0.44559272E-04   0.65900920E-07
        1.900000   0.43548350E-04   0.16010938E-03   0.42073230E-04   0.30978035E-06   0.00000000E+00   0.77323028E-06   0.43171796E-04   0.62231175E-07
        1.916667   0.42214854E-04   0.15807500E-03   0.40857329E-04   0.29728454E-06   0.00000000E+00   0.72459763E-06   0.41863686E-04   0.58832674E-07
        1.933333   0.40956063E-04   0.15616090E-03   0.39703587E-04   0.28554223E-06   0.00000000E+00   0.68049699E-06   0.40627892E-04   0.55755040E-07
        1.950000   0.39765495E-04   0.15435667E-03   0.38607206E-04   0.27449074E-06   0.00000000E+00   0.64036958E-06   0.39458226E-04   0.52930903E-07
        1.966667   0.38637443E-04   0.15265310E-03   0.37563891E-04   0.26407416E-06   0.00000000E+00   0.60374159E-06   0.38349232E-04   0.50012670E-07
        1.983333   0.37566858E-04   0.15104198E-03   0.36569783E-04   0.25424242E-06   0.00000000E+00   0.57020899E-06   0.37296069E-04   0.47604213E-07
        2.000000   0.36549250E-04   0.14951598E-03   0.35621404E-04   0.24495057E-06   0.00000000E+00   0.53942538E-06   0.36294432E-04   0.45356124E-07
        2.016667   0.35580610E-04   0.14806855E-03   0.34715606E-04   0.23615812E-06   0.00000000E+00   0.51109229E-06   0.35340469E-04   0.42990636E-07
        2.033333   0.34657347E-04   0.14669380E-03   0.33849536E-04   0.22782847E-06   0.00000000E+00   0.48495133E-06   0.34430724E-04   0.41127332E-07
        2.050000   0.33776230E-04   0.14538641E-03   0.33020600E-04   0.21992850E-06   0.00000000E+00   0.46077783E-06   0.33562084E-04   0.39092062E-07
        2.066667   0.32934344E-04   0.14414158E-03   0.32226432E-04   0.21242813E-06   0.00000000E+00   0.43837564E-06   0.32731737E-04   0.37384153E-07
        2.083333   0.32129047E-04   0.14295497E-03   0.31464868E-04   0.20529998E-06   0.00000000E+00   0.41757285E-06   0.31937133E-04   0.35777393E-07
        2.100000   0.31357942E-04   0.14182261E-03   0.30733928E-04   0.19851907E-06   0.00000000E+00   0.39821821E-06   0.31175956E-04   0.34190635E-07
        2.116667   0.30618848E-04   0.14074092E-03   0.30031793E-04   0.19206259E-06   0.00000000E+00   0.38017820E-06   0.30446093E-04   0.32426016E-07
        2.133333   0.29909771E-04   0.13970661E-03   0.29356789E-04   0.18590962E-06   0.00000000E+00   0.36333458E-06   0.29745613E-04   0.31298699E-07
        2.150000   0.29228888E-04   0.13871667E-03   0.28707373E-04   0.18004098E-06   0.00000000E+00   0.34758229E-06   0.29072748E-04   0.29911689E-07
        2.166667   0.28574524E-04   0.13776835E-03   0.28082121E-04   0.17443904E-06   0.00000000E+00   0.33282773E-06   0.28425876E-04   0.28457156E-07
        2.183333   0.27945142E-04   0.13685912E-03   0.27479715E-04   0.16908755E-06   0.00000000E+00   0.31898725E-06   0.27803502E-04   0.27404985E-07
        2.200000   0.27339326E-04   0.13598666E-03   0.26898932E-04   0.16397152E-06   0.00000000E+00   0.30598592E-06   0.27204250E-04   0.26434588E-07
        2.216667   0.26755767E-04   0.13514882E-03   0.26338639E-04   0.15907712E-06   0.00000000E+00   0.29375643E-06   0.26626846E-04   0.25298437E-07
        2.233333   0.26193255E-04   0.13434362E-03   0.25797781E-04   0.15439153E-06   0.00000000E+00   0.28223817E-06   0.26070115E-04   0.24108804E-07
        2.250000   0.25650670E-04   0.13356923E-03   0.25275377E-04   0.14990290E-06   0.00000000E+00   0.27137644E-06   0.25532963E-04   0.23421802E-07
        2.266667   0.25126971E-04   0.13282396E-03   0.24770510E-04   0.14560019E-06   0.00000000E+00   0.26112179E-06   0.25014378E-04   0.22569813E-07
        2.283333   0.24621193E-04   0.13210622E-03   0.24282327E-04   0.14147319E-06   0.00000000E+00   0.25142936E-06   0.24513417E-04   0.21533262E-07
        2.300000   0.24132435E-04   0.13141457E-03   0.23810029E-04   0.13751238E-06   0.00000000E+00   0.24225844E-06   0.24029202E-04   0.21381082E-07
        2.316667   0.23659859E-04   0.13074763E-03   0.23352867E-04   0.13370887E-06   0.00000000E+00   0.23357197E-06   0.23560913E-04   0.20444224E-07
        2.333333   0.23202680E-04   0.13010415E-03   0.22910140E-04   0.13005441E-06   0.00000000E+00   0.22533616E-06   0.23107786E-04   0.19462322E-07
        2.350000   0.22760168E-04   0.12948294E-03   0.22481191E-04   0.12654127E-06   0.00000000E+00   0.21752018E-06   0.22669105E-04   0.18952303E-07
        2.366667   0.22331636E-04   0.12888290E-03   0.22065403E-04   0.12316225E-06   0.00000000E+00   0.21009579E-06   0.22244199E-04   0.17705218E-07
        2.383333   0.21916443E-04   0.12830300E-03   0.21662193E-04   0.11991058E-06   0.00000000E+00   0.20303714E-06   0.21832441E-04   0.17888696E-07
        2.400000   0.21513985E-04   0.12774228E-03   0.21271017E-04   0.11677995E-06   0.00000000E+00   0.19632051E-06   0.21433240E-04   0.17332435E-07
        2.416667   0.21123699E-04   0.12719983E-03   0.20891359E-04   0.11376443E-06   0.00000000E+00   0.18992411E-06   0.21046043E-04   0.16162579E-07
        2.433333   0.20745051E-04   0.12667480E-03   0.20522735E-04   0.11085846E-06   0.00000000E+00   0.18382791E-06   0.20670329E-04   0.15753333E-07
        2.450000   0.20377543E-04   0.12616641E-03   0.20164687E-04   0.10805685E-06   0.00000000E+00   0.17801351E-06   0.20305608E-04   0.15544670E-07
        2.466667   0.20020707E-04   0.12567392E-03   0.19816788E-04   0.10535470E-06   0.00000000E+00   0.17246406E-06   0.19951423E-04   0.14680391E-07
        2.483333   0.19674110E-04   0.12519666E-03   0.19478638E-04   0.10274749E-06   0.00000000E+00   0.16716443E-06   0.19607347E-04   0.13522583E-07
        2.500000   0.19337382E-04   0.12473409E-03   0.19149899E-04   0.10023120E-06   0.00000000E+00   0.11808340E-06   0.19273018E-04   0.13278913E-07
