#     w           TDOS(K,w)           Gamma(0,w)           ADOS(K,w)       ADOS_Error        TDOS_Error    Gamma_Error    TDOS_Loc(R=0)       TDOS_Loc_Error
       -2.133333   0.29909771E-04   0.14158792E-03   0.30134437E-04   0.19715380E-06   0.00000000E+00   0.43214926E-06   0.29745613E-04   0.31298699E-07
       -2.116667   0.30618848E-04   0.14274792E-03   0.30860392E-04   0.20402112E-06   0.00000000E+00   0.45414445E-06   0.30446093E-04   0.32426016E-07
       -2.100000   0.31357942E-04   0.14396654E-03   0.31617984E-04   0.21125409E-06   0.00000000E+00   0.47789145E-06   0.31175956E-04   0.34190635E-07
       -2.083333   0.32129047E-04   0.14524835E-03   0.32409399E-04   0.21888064E-06   0.00000000E+00   0.50358816E-06   0.31937133E-04   0.35777393E-07
       -2.066667   0.32934344E-04   0.14659845E-03   0.33237042E-04   0.22693160E-06   0.00000000E+00   0.53146215E-06   0.32731737E-04   0.37384153E-07
       -2.050000   0.33776230E-04   0.14802246E-03   0.34103568E-04   0.23544111E-06   0.00000000E+00   0.56177633E-06   0.33562084E-04   0.39092062E-07
       -2.033333   0.34657347E-04   0.14952671E-03   0.35011912E-04   0.24444712E-06   0.00000000E+00   0.59483593E-06   0.34430724E-04   0.41127332E-07
       -2.016667   0.35580610E-04   0.15111824E-03   0.35965333E-04   0.25399185E-06   0.00000000E+00   0.63099713E-06   0.35340469E-04   0.42990636E-07
       -2.000000   0.36549250E-04   0.15280499E-03   0.36967461E-04   0.26412256E-06   0.00000000E+00   0.67067796E-06   0.36294432E-04   0.45356124E-07
       -1.983333   0.37566858E-04   0.15459590E-03   0.38022356E-04   0.27489220E-06   0.00000000E+00   0.71437198E-06   0.37296069E-04   0.47604213E-07
       -1.966667   0.38637443E-04   0.15650113E-03   0.39134572E-04   0.28636046E-06   0.00000000E+00   0.76266579E-06   0.38349232E-04   0.50012670E-07
       -1.950000   0.39765495E-04   0.15853220E-03   0.40309247E-04   0.29859480E-06   0.00000000E+00   0.81626149E-06   0.39458226E-04   0.52930903E-07
       -1.933333   0.40956063E-04   0.16070230E-03   0.41552196E-04   0.31167186E-06   0.00000000E+00   0.87600598E-06   0.40627892E-04   0.55755040E-07
       -1.916667   0.42214854E-04   0.16302659E-03   0.42870042E-04   0.32567909E-06   0.00000000E+00   0.94292940E-06   0.41863686E-04   0.58832674E-07
       -1.900000   0.43548350E-04   0.16552259E-03   0.44270362E-04   0.34071686E-06   0.00000000E+00   0.10182964E-05   0.43171796E-04   0.62231175E-07
       -1.883333   0.44963950E-04   0.16821066E-03   0.45761878E-04   0.35690096E-06   0.00000000E+00   0.11036753E-05   0.44559272E-04   0.65900920E-07
       -1.866667   0.46470152E-04   0.17111461E-03   0.47354700E-04   0.37436586E-06   0.00000000E+00   0.12010330E-05   0.46034194E-04   0.69986018E-07
       -1.850000   0.48076780E-04   0.17426252E-03   0.49060622E-04   0.39326875E-06   0.00000000E+00   0.13128672E-05   0.47605883E-04   0.74418100E-07
       -1.833333   0.49795272E-04   0.17768776E-03   0.50893514E-04   0.41379480E-06   0.00000000E+00   0.14423938E-05   0.49285159E-04   0.79303763E-07
       -1.816667   0.51639048E-04   0.18143027E-03   0.52869834E-04   0.43616397E-06   0.00000000E+00   0.15938188E-05   0.51084690E-04   0.84680190E-07
       -1.800000   0.53623998E-04   0.18553840E-03   0.55009289E-04   0.46064000E-06   0.00000000E+00   0.17727418E-05   0.53019423E-04   0.90640225E-07
       -1.783333   0.55769121E-04   0.19007128E-03   0.57335741E-04   0.48754243E-06   0.00000000E+00   0.19867692E-05   0.55107173E-04   0.97244475E-07
       -1.766667   0.58097396E-04   0.19510207E-03   0.59878430E-04   0.51726299E-06   0.00000000E+00   0.22464777E-05   0.57369405E-04   0.10468311E-06
       -1.750000   0.60636966E-04   0.20072258E-03   0.62673685E-04   0.55028841E-06   0.00000000E+00   0.25669791E-05   0.59832295E-04   0.11290692E-06
       -1.733333   0.63422823E-04   0.20704983E-03   0.65767361E-04   0.58723284E-06   0.00000000E+00   0.29705683E-05   0.62528237E-04   0.12234549E-06
       -1.716667   0.66499232E-04   0.21423566E-03   0.69218406E-04   0.62888513E-06   0.00000000E+00   0.34914273E-05   0.65497976E-04   0.13325554E-06
       -1.700000   0.69923347E-04   0.22248127E-03   0.73104234E-04   0.67627992E-06   0.00000000E+00   0.41844876E-05   0.68793791E-04   0.14586671E-06
       -1.683333   0.73770805E-04   0.23206002E-03   0.77529143E-04   0.73080855E-06   0.00000000E+00   0.51433879E-05   0.72484346E-04   0.16063278E-06
       -1.666667   0.78144775E-04   0.24335458E-03   0.82638049E-04   0.79439927E-06   0.00000000E+00   0.65404523E-05   0.76662471E-04   0.17826526E-06
       -1.650000   0.83191434E-04   0.25692077E-03   0.88640158E-04   0.86982642E-06   0.00000000E+00   0.87277573E-05   0.81458274E-04   0.19974031E-06
       -1.633333   0.89128348E-04   0.27360447E-03   0.95852593E-04   0.96127696E-06   0.00000000E+00   0.12545282E-04   0.87062832E-04   0.22678062E-06
       -1.616667   0.96301720E-04   0.29477445E-03   0.10478829E-03   0.10754839E-05   0.00000000E+00   0.20618780E-04   0.93774990E-04   0.26183876E-06
       -1.600000   0.10531843E-03   0.32284274E-03   0.11635647E-03   0.12242890E-05   0.00000000E+00   0.50231441E-04   0.10210624E-03   0.30991507E-06
       -1.583333   0.11742590E-03   0.36265308E-03   0.13241808E-03   0.14316549E-05   0.00000000E+00   0.48205507E-02   0.11306708E-03   0.38136494E-06
       -1.566667   0.13756518E-03   0.42818486E-03   0.15884085E-03   0.17705125E-05   0.00000000E+00   0.94821461E-02   0.12972060E-03   0.50899935E-06
       -1.550000   0.86852632E-03   0.15798420E-02   0.77415953E-03   0.89303253E-05   0.00000000E+00   0.14941094E-01   0.44249000E-03   0.39879153E-05
       -1.533333   0.68741489E-03   0.18489203E-02   0.85416297E-03   0.10275619E-04   0.00000000E+00   0.22085168E-01   0.49943921E-03   0.45093297E-05
       -1.516667   0.64935652E-02   0.21596943E-01   0.11083560E-01   0.14124548E-03   0.00000000E+00   0.27882068E-01   0.56257276E-02   0.70255538E-04
       -1.500000   0.13633756E-01   0.67060108E-01   0.23434560E-01   0.30682150E-03   0.00000000E+00   0.33484004E-01   0.11837869E-01   0.15409976E-03
       -1.483333   0.21266157E-01   0.10446362E+00   0.37630586E-01   0.49950490E-03   0.00000000E+00   0.36063110E-01   0.19073824E-01   0.25204777E-03
       -1.466667   0.24858927E-01   0.12648789E+00   0.45165059E-01   0.60410902E-03   0.00000000E+00   0.37965143E-01   0.22738065E-01   0.30740766E-03
       -1.450000   0.30260591E-01   0.14753522E+00   0.53116957E-01   0.71518358E-03   0.00000000E+00   0.39178253E-01   0.27659743E-01   0.35641431E-03
       -1.433333   0.34222541E-01   0.16585100E+00   0.60665924E-01   0.82114220E-03   0.00000000E+00   0.42128693E-01   0.31847939E-01   0.40793583E-03
       -1.416667   0.41080178E-01   0.18214204E+00   0.67805866E-01   0.92177246E-03   0.00000000E+00   0.37525912E-01   0.38484692E-01   0.43004574E-03
       -1.400000   0.48538400E-01   0.19652824E+00   0.74476086E-01   0.10164797E-02   0.00000000E+00   0.38779568E-01   0.46701549E-01   0.43168056E-03
       -1.383333   0.60301136E-01   0.20953124E+00   0.80818685E-01   0.11071625E-02   0.00000000E+00   0.40228688E-01   0.58703455E-01   0.40409736E-03
       -1.366667   0.66180410E-01   0.22142690E+00   0.86911346E-01   0.11948587E-02   0.00000000E+00   0.41572271E-01   0.65210192E-01   0.42347723E-03
       -1.350000   0.70931547E-01   0.23240808E+00   0.92810090E-01   0.12804181E-02   0.00000000E+00   0.41378080E-01   0.71281720E-01   0.44521765E-03
       -1.333333   0.83914266E-01   0.24263661E+00   0.98572320E-01   0.13645062E-02   0.00000000E+00   0.45094691E-01   0.83467386E-01   0.44487215E-03
       -1.316667   0.87984626E-01   0.25220454E+00   0.10421952E+00   0.14474501E-02   0.00000000E+00   0.45220472E-01   0.87455686E-01   0.47692941E-03
       -1.300000   0.92464760E-01   0.26116511E+00   0.10977776E+00   0.15296223E-02   0.00000000E+00   0.46549941E-01   0.92518682E-01   0.50606770E-03
       -1.283333   0.93326767E-01   0.26953606E+00   0.11526388E+00   0.16113434E-02   0.00000000E+00   0.41963617E-01   0.95257533E-01   0.54284273E-03
       -1.266667   0.10882994E+00   0.27741450E+00   0.12072076E+00   0.16931198E-02   0.00000000E+00   0.40634066E-01   0.10923025E+00   0.55745326E-03
       -1.250000   0.11287369E+00   0.28488662E+00   0.12616198E+00   0.17750366E-02   0.00000000E+00   0.31293703E-01   0.11272792E+00   0.58849051E-03
       -1.233333   0.11739153E+00   0.29197939E+00   0.13159087E+00   0.18572062E-02   0.00000000E+00   0.39895800E-01   0.11722577E+00   0.62011258E-03
       -1.216667   0.12171970E+00   0.29869857E+00   0.13702316E+00   0.19398325E-02   0.00000000E+00   0.18659690E-01   0.12182875E+00   0.65255443E-03
       -1.200000   0.12549813E+00   0.30507210E+00   0.14246672E+00   0.20229462E-02   0.00000000E+00   0.18661229E-01   0.12634477E+00   0.68616005E-03
       -1.183333   0.12487964E+00   0.31110982E+00   0.14792258E+00   0.21066293E-02   0.00000000E+00   0.11924834E-01   0.12817049E+00   0.73019498E-03
       -1.166667   0.13572443E+00   0.31681887E+00   0.15340583E+00   0.21911089E-02   0.00000000E+00   0.34776941E-02   0.13887225E+00   0.76305604E-03
       -1.150000   0.14472387E+00   0.32221601E+00   0.15892441E+00   0.22764690E-02   0.00000000E+00   0.19198574E-01   0.14680998E+00   0.79449858E-03
       -1.133333   0.15046687E+00   0.32730822E+00   0.16449020E+00   0.23629686E-02   0.00000000E+00   0.19811996E-01   0.15215494E+00   0.82914506E-03
       -1.116667   0.15580448E+00   0.33212773E+00   0.17012508E+00   0.24508158E-02   0.00000000E+00   0.20148443E-01   0.15735465E+00   0.86553843E-03
       -1.100000   0.16077888E+00   0.33671037E+00   0.17583607E+00   0.25400082E-02   0.00000000E+00   0.20412776E-01   0.16238095E+00   0.90347248E-03
       -1.083333   0.16513697E+00   0.34107412E+00   0.18162667E+00   0.26305506E-02   0.00000000E+00   0.20643280E-01   0.16710646E+00   0.94337536E-03
       -1.066667   0.16782453E+00   0.34521780E+00   0.18750012E+00   0.27224584E-02   0.00000000E+00   0.20678342E-01   0.17134147E+00   0.98948081E-03
       -1.050000   0.16617135E+00   0.34913621E+00   0.19345886E+00   0.28157549E-02   0.00000000E+00   0.21927165E-01   0.17419027E+00   0.10873354E-02
       -1.033333   0.18177323E+00   0.35281842E+00   0.19950974E+00   0.29105947E-02   0.00000000E+00   0.27868927E-01   0.18683197E+00   0.11015825E-02
       -1.016667   0.18911090E+00   0.35626514E+00   0.20566973E+00   0.30072110E-02   0.00000000E+00   0.10065892E-01   0.19355724E+00   0.11385780E-02
       -1.000000   0.19589037E+00   0.35949679E+00   0.21195322E+00   0.31056857E-02   0.00000000E+00   0.37166426E-02   0.20013394E+00   0.11797772E-02
       -0.983333   0.20252303E+00   0.36252906E+00   0.21837009E+00   0.32060811E-02   0.00000000E+00   0.23351684E-02   0.20670690E+00   0.12230354E-02
       -0.966667   0.20913378E+00   0.36537092E+00   0.22493178E+00   0.33084576E-02   0.00000000E+00   0.21957560E-02   0.21333285E+00   0.12675706E-02
       -0.950000   0.21577211E+00   0.36803034E+00   0.23164671E+00   0.34127959E-02   0.00000000E+00   0.19779810E-02   0.22003965E+00   0.13128610E-02
       -0.933333   0.22244897E+00   0.37050423E+00   0.23852293E+00   0.35191574E-02   0.00000000E+00   0.18601263E-02   0.22684411E+00   0.13585126E-02
       -0.916667   0.22919031E+00   0.37278858E+00   0.24557838E+00   0.36277141E-02   0.00000000E+00   0.17454363E-02   0.23378791E+00   0.14038967E-02
       -0.900000   0.23606332E+00   0.37489606E+00   0.25283246E+00   0.37384944E-02   0.00000000E+00   0.16318961E-02   0.24098429E+00   0.14474033E-02
       -0.883333   0.24331693E+00   0.37684527E+00   0.26029932E+00   0.38513971E-02   0.00000000E+00   0.15298326E-02   0.24886181E+00   0.14852595E-02
       -0.866667   0.28456782E+00   0.37864811E+00   0.26799040E+00   0.39662716E-02   0.00000000E+00   0.14301514E-02   0.25948002E+00   0.15746720E-02
       -0.850000   0.27087040E+00   0.38030786E+00   0.27591785E+00   0.40829796E-02   0.00000000E+00   0.13315459E-02   0.26659502E+00   0.15153550E-02
       -0.833333   0.27946736E+00   0.38182650E+00   0.28409806E+00   0.42013811E-02   0.00000000E+00   0.12383331E-02   0.27394638E+00   0.15450182E-02
       -0.816667   0.30115903E+00   0.38321101E+00   0.29254943E+00   0.43212460E-02   0.00000000E+00   0.11487898E-02   0.28113182E+00   0.16135150E-02
       -0.800000   0.16090933E+00   0.38447216E+00   0.30129073E+00   0.44422332E-02   0.00000000E+00   0.10634215E-02   0.14452389E+00   0.26894218E-02
       -0.783333   0.28849481E+00   0.38562281E+00   0.31034129E+00   0.45638747E-02   0.00000000E+00   0.98219121E-03   0.29231620E+00   0.22196703E-02
       -0.766667   0.27412287E+00   0.38667865E+00   0.31972096E+00   0.46855349E-02   0.00000000E+00   0.90560874E-03   0.27382848E+00   0.19178301E-02
       -0.750000   0.18349528E+00   0.38766060E+00   0.32944951E+00   0.48063442E-02   0.00000000E+00   0.83430031E-03   0.14937116E+00   0.30717272E-02
       -0.733333   0.19721116E+00   0.38859804E+00   0.33954427E+00   0.49250880E-02   0.00000000E+00   0.77042483E-03   0.14229263E+00   0.35437919E-02
       -0.716667   0.20335523E+00   0.38953185E+00   0.35001521E+00   0.50400663E-02   0.00000000E+00   0.71815323E-03   0.16788617E+00   0.31313057E-02
       -0.700000   0.40018940E+00   0.39051469E+00   0.36085824E+00   0.51489819E-02   0.00000000E+00   0.68431164E-03   0.49794947E+00   0.17139511E-01
       -0.683333   0.38584002E+00   0.39160932E+00   0.37204948E+00   0.52489005E-02   0.00000000E+00   0.67779713E-03   0.46876958E+00   0.10730519E-01
       -0.666667   0.38272571E+00   0.39288941E+00   0.38353947E+00   0.53362181E-02   0.00000000E+00   0.71039454E-03   0.45814154E+00   0.84719218E-02
       -0.650000   0.38409618E+00   0.39444246E+00   0.39524322E+00   0.54066569E-02   0.00000000E+00   0.79316906E-03   0.45485210E+00   0.73164233E-02
       -0.633333   0.38743050E+00   0.39636840E+00   0.40702818E+00   0.54554660E-02   0.00000000E+00   0.93105038E-03   0.45475182E+00   0.66078873E-02
       -0.616667   0.38330263E+00   0.39876860E+00   0.41870822E+00   0.54780195E-02   0.00000000E+00   0.11194511E-02   0.44221776E+00   0.56656273E-02
       -0.600000   0.30377152E+00   0.40172576E+00   0.43005387E+00   0.54708004E-02   0.00000000E+00   0.13456929E-02  -0.30670217E-01   0.12272597E-01
       -0.583333   0.31128861E+00   0.40528071E+00   0.44082253E+00   0.54324541E-02   0.00000000E+00   0.15931426E-02  -0.79803488E-01   0.13440061E-01
       -0.566667   0.31883997E+00   0.40941525E+00   0.45080182E+00   0.53643933E-02   0.00000000E+00   0.18438023E-02  -0.12338448E+00   0.14604198E-01
       -0.550000   0.32569822E+00   0.41405056E+00   0.45984852E+00   0.52705580E-02   0.00000000E+00   0.20782665E-02  -0.16330572E+00   0.15805766E-01
       -0.533333   0.33173796E+00   0.41906419E+00   0.46790565E+00   0.51564283E-02   0.00000000E+00   0.22832840E-02  -0.20584181E+00   0.17404064E-01
       -0.516667   0.49997703E+00   0.42431805E+00   0.47499327E+00   0.50278212E-02   0.00000000E+00   0.24557476E-02   0.50928739E+00   0.87391615E-03
       -0.500000   0.49653347E+00   0.42968343E+00   0.48118388E+00   0.48899851E-02   0.00000000E+00   0.25962910E-02   0.49948568E+00   0.69646692E-03
       -0.483333   0.50006495E+00   0.43505497E+00   0.48657609E+00   0.47471646E-02   0.00000000E+00   0.27051767E-02   0.50214306E+00   0.77064884E-03
       -0.466667   0.50320102E+00   0.44035373E+00   0.49127488E+00   0.46025385E-02   0.00000000E+00   0.27827699E-02   0.50477523E+00   0.91919600E-03
       -0.450000   0.50591699E+00   0.44552462E+00   0.49537977E+00   0.44583488E-02   0.00000000E+00   0.28306825E-02   0.50715911E+00   0.10885261E-02
       -0.433333   0.50824101E+00   0.45053204E+00   0.49897886E+00   0.43160949E-02   0.00000000E+00   0.28520414E-02   0.50925050E+00   0.12589473E-02
       -0.416667   0.51023687E+00   0.45535527E+00   0.50214665E+00   0.41767322E-02   0.00000000E+00   0.28506707E-02   0.51106436E+00   0.14229500E-02
       -0.400000   0.51192990E+00   0.45998356E+00   0.50494446E+00   0.40408537E-02   0.00000000E+00   0.28301226E-02   0.51260796E+00   0.15771518E-02
       -0.383333   0.51334723E+00   0.46441124E+00   0.50742298E+00   0.39088326E-02   0.00000000E+00   0.27932782E-02   0.51388513E+00   0.17198382E-02
       -0.366667   0.51449583E+00   0.46863431E+00   0.50962529E+00   0.37809114E-02   0.00000000E+00   0.27423066E-02   0.51488232E+00   0.18494666E-02
       -0.350000   0.51538400E+00   0.47264901E+00   0.51158922E+00   0.36572420E-02   0.00000000E+00   0.26788500E-02   0.51557973E+00   0.19646744E-02
       -0.333333   0.51597872E+00   0.47645235E+00   0.51334835E+00   0.35378987E-02   0.00000000E+00   0.26044928E-02   0.51590901E+00   0.20631242E-02
       -0.316667   0.51617042E+00   0.48004311E+00   0.51493179E+00   0.34228892E-02   0.00000000E+00   0.25210111E-02   0.51569616E+00   0.21400841E-02
       -0.300000   0.51575680E+00   0.48342216E+00   0.51636397E+00   0.33121750E-02   0.00000000E+00   0.24301938E-02   0.51455393E+00   0.21868303E-02
       -0.283333   0.51384260E+00   0.48659211E+00   0.51766492E+00   0.32056958E-02   0.00000000E+00   0.23338665E-02   0.51111948E+00   0.21746273E-02
       -0.266667   0.50685924E+00   0.48955683E+00   0.51885085E+00   0.31033885E-02   0.00000000E+00   0.22338987E-02   0.49938845E+00   0.20084723E-02
       -0.250000   0.30041497E+00   0.49232094E+00   0.51993481E+00   0.30052032E-02   0.00000000E+00   0.21321105E-02  -0.28770021E+00   0.32512614E-01
       -0.233333   0.30072338E+00   0.49488922E+00   0.52092747E+00   0.29111129E-02   0.00000000E+00   0.20303202E-02  -0.30547574E+00   0.20945298E-01
       -0.216667   0.65305568E+00   0.49726612E+00   0.52183771E+00   0.28211195E-02   0.00000000E+00   0.19303421E-02   0.84800315E+00   0.59286609E-01
       -0.200000   0.56038859E+00   0.49945554E+00   0.52267303E+00   0.27352538E-02   0.00000000E+00   0.18338327E-02   0.69502050E+00   0.10897340E-01
       -0.183333   0.66575903E+00   0.50146099E+00   0.52343987E+00   0.26535750E-02   0.00000000E+00   0.17423044E-02   0.56520407E+00   0.43159727E-02
       -0.166667   0.54516119E+00   0.50328602E+00   0.52414386E+00   0.25761741E-02   0.00000000E+00   0.16572772E-02   0.56148227E+00   0.37969473E-02
       -0.150000   0.57342504E+00   0.50493388E+00   0.52479029E+00   0.25031781E-02   0.00000000E+00   0.15802905E-02   0.75387366E+00   0.52516714E+00
       -0.133333   0.57079989E+00   0.50640665E+00   0.52538459E+00   0.24347481E-02   0.00000000E+00   0.15129570E-02   0.55939675E+00   0.49157314E-02
       -0.116667   0.54166456E+00   0.50770453E+00   0.52593266E+00   0.23710710E-02   0.00000000E+00   0.14571194E-02   0.53391906E+00   0.36031165E-02
       -0.100000   0.53263775E+00   0.50882636E+00   0.52644076E+00   0.23123462E-02   0.00000000E+00   0.14148264E-02   0.52928986E+00   0.34256050E-02
       -0.083333   0.52659962E+00   0.50977061E+00   0.52691507E+00   0.22587754E-02   0.00000000E+00   0.13881573E-02   0.52734943E+00   0.33863454E-02
       -0.066667   0.52863788E+00   0.51053619E+00   0.52736127E+00   0.22105539E-02   0.00000000E+00   0.13790455E-02   0.52901928E+00   0.35050200E-02
       -0.050000   0.52823469E+00   0.51112274E+00   0.52778422E+00   0.21678632E-02   0.00000000E+00   0.13892630E-02   0.52891679E+00   0.35034987E-02
       -0.033333   0.52811529E+00   0.51153070E+00   0.52818791E+00   0.21308626E-02   0.00000000E+00   0.14205470E-02   0.52892454E+00   0.35077104E-02
       -0.016667   0.52807246E+00   0.51176164E+00   0.52857539E+00   0.20996754E-02   0.00000000E+00   0.14749007E-02   0.52894145E+00   0.35110068E-02
        0.000000   0.52806135E+00   0.51181893E+00   0.52894828E+00   0.20743695E-02   0.00000000E+00   0.15551299E-02   0.52894828E+00   0.35121922E-02
        0.016667   0.52807246E+00   0.51170798E+00   0.52930752E+00   0.20549569E-02   0.00000000E+00   0.16660741E-02   0.52894145E+00   0.35110068E-02
        0.033333   0.52811529E+00   0.51143302E+00   0.52966117E+00   0.20414673E-02   0.00000000E+00   0.18177142E-02   0.52892454E+00   0.35077104E-02
        0.050000   0.52823469E+00   0.51098445E+00   0.53004937E+00   0.20342167E-02   0.00000000E+00   0.34821917E-02   0.52891679E+00   0.35034987E-02
        0.066667   0.52863788E+00   0.51023679E+00   0.53067729E+00   0.20356880E-02   0.00000000E+00   0.29854963E-01   0.52901928E+00   0.35050200E-02
        0.083333   0.52659962E+00   0.51190727E+00   0.52778379E+00   0.20109195E-02   0.00000000E+00   0.28566990E-01   0.52734943E+00   0.33863454E-02
        0.100000   0.53263775E+00   0.50927360E+00   0.53213896E+00   0.20696168E-02   0.00000000E+00   0.41642813E-01   0.52928986E+00   0.34256050E-02
        0.116667   0.54166456E+00   0.50473400E+00   0.54190546E+00   0.21725780E-02   0.00000000E+00   0.39596450E-01   0.53391906E+00   0.36031165E-02
        0.133333   0.57079989E+00   0.47428128E+00   0.59340890E+00   0.32263199E-02   0.00000000E+00   0.66435713E-01   0.55939675E+00   0.49157314E-02
        0.150000   0.57342504E+00   0.24487461E+00   0.98295703E+00   0.19578806E+00   0.00000000E+00   0.57312516E-01   0.75387366E+00   0.52516714E+00
        0.166667   0.54516119E+00   0.46428453E+00   0.59882068E+00   0.40817875E-02   0.00000000E+00   0.70544208E-01   0.56148227E+00   0.37969473E-02
        0.183333   0.66575903E+00   0.46232220E+00   0.60696827E+00   0.31436805E-02   0.00000000E+00   0.69009498E-01   0.56520407E+00   0.43159727E-02
        0.200000   0.56038859E+00   0.36678531E+00   0.86736797E+00   0.97718139E-02   0.00000000E+00   0.72257363E-01   0.69502050E+00   0.10897340E-01
        0.216667   0.65305568E+00   0.28250313E+00   0.11741686E+01   0.47767774E-01   0.00000000E+00   0.70883617E-01   0.84800315E+00   0.59286609E-01
        0.233333   0.30072338E+00   0.22361848E+00   0.31830989E-06   0.12185707E-14   0.00000000E+00   0.54838158E-01  -0.30547574E+00   0.20945298E-01
        0.250000   0.30041497E+00  -0.22284641E-02   0.31830989E-06   0.12185707E-14   0.00000000E+00   0.12946600E-01  -0.28770021E+00   0.32512614E-01
        0.266667   0.50685924E+00   0.49828496E+00   0.47992605E+00   0.31830548E-02   0.00000000E+00   0.22684711E-02   0.49938845E+00   0.20084723E-02
        0.283333   0.51384260E+00   0.49018448E+00   0.50457403E+00   0.32586689E-02   0.00000000E+00   0.26961915E-01   0.51111948E+00   0.21746273E-02
        0.300000   0.51575680E+00   0.48534181E+00   0.51274388E+00   0.33125133E-02   0.00000000E+00   0.27582634E-01   0.51455393E+00   0.21868303E-02
        0.316667   0.51617042E+00   0.48084737E+00   0.51646054E+00   0.33899266E-02   0.00000000E+00   0.27217735E-01   0.51569616E+00   0.21400841E-02
        0.333333   0.51597872E+00   0.47629536E+00   0.51846967E+00   0.34848479E-02   0.00000000E+00   0.26792137E-01   0.51590901E+00   0.20631242E-02
        0.350000   0.51538400E+00   0.47158863E+00   0.51957023E+00   0.35949313E-02   0.00000000E+00   0.45510547E-01   0.51557973E+00   0.19646744E-02
        0.366667   0.51449583E+00   0.46659620E+00   0.52013936E+00   0.37180030E-02   0.00000000E+00   0.49043110E-01   0.51488232E+00   0.18494666E-02
        0.383333   0.51334723E+00   0.46108787E+00   0.52034728E+00   0.38529699E-02   0.00000000E+00   0.42783380E-01   0.51388513E+00   0.17198382E-02
        0.400000   0.51192990E+00   0.45487174E+00   0.52027145E+00   0.39994305E-02   0.00000000E+00   0.48430670E-01   0.51260796E+00   0.15771518E-02
